# Synthetic JUMP activity-results packet

The data are synthetic but intentionally shaped like jx/JUMP metadata.

Join keys: compound_metadata.jcp_id -> activity_results.jcp_id; activity_results.qc_plate_id -> plate_qc.qc_plate_id.

## TABLE compound_metadata
jcp_id,compound_name,inchi_key_stub,primary_target,target_confidence,moa_note,structure_alerts
JCP2022_RND0712,NDUFS2,compound,5.0,0.522,0.416,8,0.869,1.572,PLATE_004,PROF_D0712_NDUFS2_5p0
JCP2022_RND0871,UQCRC1,compound,5.0,0.598,0.115,5,0.762,-1.704,PLATE_015,PROF_D0871_UQCRC1_5p0
JCP2022_RND0872,TOMM20,compound,5.0,0.346,0.658,8,0.671,-1.676,PLATE_004,PROF_D0872_TOMM20_5p0
JCP2022_RND0252,BCL2,compound,0.5,0.698,0.093,8,0.817,-2.045,PLATE_018,PROF_D0252_BCL2_0p5
JCP2022_RND0100,NDUFS2,compound,0.5,0.718,0.055,5,0.685,1.473,PLATE_019,PROF_D0100_NDUFS2_0p5
JCP2022_RND0745,HDAC1,compound,5.0,0.536,0.203,4,0.618,-1.977,PLATE_006,PROF_D0745_HDAC1_5p0
JCP2022_RND0281,BRD4,compound,5.0,0.548,0.502,7,0.72,2.107,PLATE_010,PROF_D0281_BRD4_5p0
JCP2022_RND0037,TP53,compound,0.5,0.469,0.459,7,0.765,1.763,PLATE_003,PROF_D0037_TP53_0p5
JCP2022_RND0485,UQCRC1,compound,5.0,0.473,0.408,5,0.569,-2.396,PLATE_004,PROF_D0485_UQCRC1_5p0
JCP2022_SYN002,NDUFS2,compound,5.0,0.887,0.801,8,0.872,-0.65,PLATE_002,PROF_YN002_NDUFS2_5p0
JCP2022_RND0490,NDUFA9,compound,0.5,0.131,0.594,4,0.879,-1.675,PLATE_019,PROF_D0490_NDUFA9_0p5
JCP2022_RND0279,ATP5F1A,compound,5.0,0.113,0.173,4,0.766,-2.339,PLATE_015,PROF_D0279_ATP5F1A_5p0
JCP2022_RND0680,BRD4,compound,0.5,0.292,0.404,6,0.457,1.22,PLATE_016,PROF_D0680_BRD4_0p5
JCP2022_RND0760,BCL2,compound,0.5,0.461,0.295,8,0.504,0.299,PLATE_023,PROF_D0760_BCL2_0p5
JCP2022_RND0489,BCL2,compound,5.0,0.295,0.634,4,0.446,-1.895,PLATE_023,PROF_D0489_BCL2_5p0
JCP2022_RND0300,UQCRC1,compound,5.0,0.587,0.42,4,0.868,-0.136,PLATE_022,PROF_D0300_UQCRC1_5p0
JCP2022_RND0775,BRD4,compound,0.5,0.466,0.377,7,0.506,0.645,PLATE_017,PROF_D0775_BRD4_0p5
JCP2022_RND0620,NDUFS2,compound,5.0,0.203,0.348,7,0.789,-1.296,PLATE_014,PROF_D0620_NDUFS2_5p0
JCP2022_RND0246,TP53,compound,0.5,0.634,0.428,6,0.726,-2.21,PLATE_001,PROF_D0246_TP53_0p5
JCP2022_RND0573,TOMM20,compound,5.0,0.335,0.148,5,0.442,-0.964,PLATE_020,PROF_D0573_TOMM20_5p0
JCP2022_RND0762,MAPK1,compound,5.0,0.551,0.326,8,0.67,1.206,PLATE_018,PROF_D0762_MAPK1_5p0
JCP2022_RND0003,MTOR,compound,0.5,0.645,0.192,6,0.76,1.052,PLATE_022,PROF_D0003_MTOR_0p5
JCP2022_RND0770,NDUFS2,compound,5.0,0.571,0.423,5,0.748,-2.3,PLATE_015,PROF_D0770_NDUFS2_5p0
JCP2022_RND0092,PIK3CA,compound,5.0,0.331,0.317,8,0.63,-2.265,PLATE_002,PROF_D0092_PIK3CA_5p0
JCP2022_RND0536,PIK3CA,compound,0.5,0.535,0.349,5,0.831,0.036,PLATE_008,PROF_D0536_PIK3CA_0p5
JCP2022_SYN001,NDUFS2,compound,0.5,0.498,0.242,8,0.388,-0.708,PLATE_001,PROF_YN001_NDUFS2_0p5
JCP2022_RND0283,MTOR,compound,0.5,0.6,0.385,8,0.672,0.62,PLATE_006,PROF_D0283_MTOR_0p5
JCP2022_RND0745,MAPK1,compound,0.5,0.484,0.549,4,0.841,-0.295,PLATE_006,PROF_D0745_MAPK1_0p5
JCP2022_RND0426,BRD4,compound,5.0,0.389,0.046,6,0.72,-1.725,PLATE_018,PROF_D0426_BRD4_5p0
JCP2022_RND0694,NDUFA9,compound,0.5,0.468,0.148,4,0.547,1.445,PLATE_014,PROF_D0694_NDUFA9_0p5
JCP2022_RND0563,NDUFA9,compound,0.5,0.577,0.053,7,0.402,-1.768,PLATE_011,PROF_D0563_NDUFA9_0p5
JCP2022_RND0608,TOMM20,compound,0.5,0.638,0.555,6,0.737,-1.575,PLATE_007,PROF_D0608_TOMM20_0p5
JCP2022_RND0283,TOMM20,compound,0.5,0.628,0.253,8,0.499,-1.936,PLATE_006,PROF_D0283_TOMM20_0p5
JCP2022_RND0436,ATP5F1A,compound,5.0,0.674,0.055,7,0.396,-0.339,PLATE_019,PROF_D0436_ATP5F1A_5p0
JCP2022_RND0385,MAPK1,compound,0.5,0.296,0.49,5,0.401,-2.292,PLATE_021,PROF_D0385_MAPK1_0p5
JCP2022_RND0552,NDUFS2,compound,5.0,0.221,0.414,4,0.875,-0.339,PLATE_005,PROF_D0552_NDUFS2_5p0
JCP2022_RND0740,UQCRC1,compound,5.0,0.71,0.239,6,0.473,-0.771,PLATE_001,PROF_D0740_UQCRC1_5p0
JCP2022_RND0443,TP53,compound,0.5,0.419,0.038,6,0.453,-1.0,PLATE_008,PROF_D0443_TP53_0p5
JCP2022_RND0101,BCL2,compound,5.0,0.479,0.046,6,0.734,1.365,PLATE_012,PROF_D0101_BCL2_5p0
JCP2022_RND0325,UQCRC1,compound,0.5,0.202,0.101,8,0.86,-0.495,PLATE_017,PROF_D0325_UQCRC1_0p5
JCP2022_RND0000,UQCRC1,compound,5.0,0.548,0.491,8,0.871,-2.134,PLATE_003,PROF_D0000_UQCRC1_5p0
JCP2022_RND0316,MTOR,compound,0.5,0.475,0.339,8,0.406,-1.767,PLATE_002,PROF_D0316_MTOR_0p5
JCP2022_RND0734,TOMM20,compound,5.0,0.674,0.255,7,0.78,-0.319,PLATE_009,PROF_D0734_TOMM20_5p0
JCP2022_RND0548,MTOR,compound,5.0,0.093,0.282,7,0.547,-2.313,PLATE_011,PROF_D0548_MTOR_5p0
JCP2022_RND0258,TP53,compound,0.5,0.108,0.458,4,0.358,-1.664,PLATE_003,PROF_D0258_TP53_0p5
JCP2022_RND0146,BRD4,compound,5.0,0.251,0.629,4,0.619,-1.411,PLATE_011,PROF_D0146_BRD4_5p0
JCP2022_RND0753,TOMM20,compound,5.0,0.731,0.494,8,0.416,-0.694,PLATE_016,PROF_D0753_TOMM20_5p0
JCP2022_RND0132,UQCRC1,compound,0.5,0.277,0.08,6,0.873,0.34,PLATE_012,PROF_D0132_UQCRC1_0p5
JCP2022_RND0094,NDUFA9,compound,5.0,0.397,0.353,4,0.389,-0.209,PLATE_019,PROF_D0094_NDUFA9_5p0
JCP2022_RND0097,TOMM20,compound,0.5,0.381,0.188,7,0.697,0.038,PLATE_003,PROF_D0097_TOMM20_0p5
JCP2022_RND0601,BRD4,compound,0.5,0.408,0.544,4,0.779,-0.562,PLATE_001,PROF_D0601_BRD4_0p5
JCP2022_RND0002,NDUFA9,compound,5.0,0.43,0.252,5,0.694,1.222,PLATE_017,PROF_D0002_NDUFA9_5p0
JCP2022_RND0419,TP53,compound,0.5,0.158,0.134,7,0.527,-1.434,PLATE_018,PROF_D0419_TP53_0p5
JCP2022_RND0599,TOMM20,compound,5.0,0.194,0.152,8,0.737,0.429,PLATE_019,PROF_D0599_TOMM20_5p0
JCP2022_RND0461,MTOR,compound,0.5,0.453,0.082,5,0.474,-1.825,PLATE_011,PROF_D0461_MTOR_0p5
JCP2022_RND0573,NDUFA9,compound,0.5,0.697,0.074,4,0.505,0.224,PLATE_020,PROF_D0573_NDUFA9_0p5
JCP2022_RND0630,NDUFS2,compound,0.5,0.557,0.254,4,0.788,-0.121,PLATE_020,PROF_D0630_NDUFS2_0p5
JCP2022_RND0611,NDUFA9,compound,5.0,0.209,0.419,7,0.642,-1.838,PLATE_016,PROF_D0611_NDUFA9_5p0
JCP2022_RND0199,BRD4,compound,5.0,0.468,0.505,4,0.524,2.124,PLATE_020,PROF_D0199_BRD4_5p0
JCP2022_RND0226,MTOR,compound,0.5,0.368,0.269,4,0.375,-0.963,PLATE_002,PROF_D0226_MTOR_0p5
JCP2022_RND0132,TP53,compound,5.0,0.266,0.256,7,0.447,0.419,PLATE_012,PROF_D0132_TP53_5p0
JCP2022_RND0354,NDUFS2,compound,5.0,0.222,0.286,8,0.419,-0.16,PLATE_007,PROF_D0354_NDUFS2_5p0
JCP2022_RND0798,UQCRC1,compound,0.5,0.274,0.618,5,0.361,-1.445,PLATE_021,PROF_D0798_UQCRC1_0p5
JCP2022_RND0373,UQCRC1,compound,0.5,0.62,0.075,6,0.529,-0.131,PLATE_009,PROF_D0373_UQCRC1_0p5
JCP2022_RND0146,TP53,compound,5.0,0.733,0.359,8,0.511,0.982,PLATE_011,PROF_D0146_TP53_5p0
JCP2022_RND0655,TP53,compound,0.5,0.489,0.461,7,0.784,2.093,PLATE_001,PROF_D0655_TP53_0p5
JCP2022_RND0755,NDUFS2,compound,5.0,0.102,0.284,8,0.647,-0.433,PLATE_019,PROF_D0755_NDUFS2_5p0
JCP2022_RND0302,HDAC1,compound,0.5,0.405,0.204,6,0.537,0.922,PLATE_012,PROF_D0302_HDAC1_0p5
JCP2022_RND0710,MTOR,compound,0.5,0.169,0.374,6,0.469,-0.116,PLATE_020,PROF_D0710_MTOR_0p5
JCP2022_RND0322,TP53,compound,5.0,0.714,0.256,4,0.659,0.984,PLATE_008,PROF_D0322_TP53_5p0
JCP2022_RND0587,BRD4,compound,0.5,0.724,0.032,8,0.464,0.037,PLATE_016,PROF_D0587_BRD4_0p5
JCP2022_RND0797,TOMM20,compound,0.5,0.455,0.087,5,0.517,-0.329,PLATE_009,PROF_D0797_TOMM20_0p5
JCP2022_RND0758,BCL2,compound,5.0,0.714,0.513,7,0.485,-0.838,PLATE_024,PROF_D0758_BCL2_5p0
JCP2022_RND0441,HDAC1,compound,5.0,0.476,0.146,6,0.357,-1.258,PLATE_006,PROF_D0441_HDAC1_5p0
JCP2022_RND0580,TOMM20,compound,0.5,0.49,0.052,4,0.385,-1.277,PLATE_022,PROF_D0580_TOMM20_0p5
JCP2022_RND0062,TOMM20,compound,5.0,0.355,0.475,4,0.413,0.059,PLATE_014,PROF_D0062_TOMM20_5p0
JCP2022_RND0049,TOMM20,compound,0.5,0.329,0.575,4,0.567,-1.922,PLATE_010,PROF_D0049_TOMM20_0p5
JCP2022_RND0166,MAPK1,compound,5.0,0.105,0.443,7,0.606,-0.728,PLATE_024,PROF_D0166_MAPK1_5p0
JCP2022_RND0140,HDAC1,compound,5.0,0.097,0.213,8,0.806,-0.37,PLATE_003,PROF_D0140_HDAC1_5p0
JCP2022_RND0433,TP53,compound,5.0,0.507,0.076,6,0.428,1.45,PLATE_010,PROF_D0433_TP53_5p0
JCP2022_RND0738,ATP5F1A,compound,0.5,0.274,0.485,5,0.599,-0.201,PLATE_015,PROF_D0738_ATP5F1A_0p5
JCP2022_RND0324,MTOR,compound,0.5,0.726,0.306,5,0.401,-0.792,PLATE_013,PROF_D0324_MTOR_0p5
JCP2022_RND0694,BRD4,compound,5.0,0.467,0.357,4,0.433,0.449,PLATE_014,PROF_D0694_BRD4_5p0
JCP2022_RND0233,MTOR,compound,5.0,0.543,0.288,7,0.701,0.503,PLATE_013,PROF_D0233_MTOR_5p0
JCP2022_RND0383,NDUFS2,compound,5.0,0.543,0.279,4,0.862,-0.776,PLATE_002,PROF_D0383_NDUFS2_5p0
JCP2022_RND0204,NDUFS2,compound,0.5,0.377,0.073,8,0.648,1.805,PLATE_009,PROF_D0204_NDUFS2_0p5
JCP2022_RND0798,UQCRC1,compound,5.0,0.215,0.499,6,0.503,1.078,PLATE_021,PROF_D0798_UQCRC1_5p0
JCP2022_RND0087,HDAC1,compound,0.5,0.438,0.068,5,0.885,1.265,PLATE_021,PROF_D0087_HDAC1_0p5
JCP2022_RND0830,HDAC1,compound,5.0,0.28,0.419,7,0.754,1.042,PLATE_017,PROF_D0830_HDAC1_5p0
JCP2022_RND0833,ATP5F1A,compound,5.0,0.111,0.626,6,0.409,0.952,PLATE_009,PROF_D0833_ATP5F1A_5p0
JCP2022_RND0267,ATP5F1A,compound,0.5,0.654,0.353,6,0.894,2.11,PLATE_020,PROF_D0267_ATP5F1A_0p5
JCP2022_RND0467,BCL2,compound,5.0,0.311,0.538,6,0.656,-2.25,PLATE_023,PROF_D0467_BCL2_5p0
JCP2022_RND0430,NDUFS2,compound,0.5,0.733,0.358,8,0.857,2.166,PLATE_008,PROF_D0430_NDUFS2_0p5
JCP2022_RND0505,MTOR,compound,5.0,0.122,0.064,6,0.438,0.339,PLATE_019,PROF_D0505_MTOR_5p0
JCP2022_RND0120,HDAC1,compound,5.0,0.677,0.497,5,0.438,1.753,PLATE_011,PROF_D0120_HDAC1_5p0
JCP2022_RND0298,MTOR,compound,5.0,0.086,0.155,8,0.847,-2.166,PLATE_017,PROF_D0298_MTOR_5p0
JCP2022_RND0707,TP53,compound,5.0,0.596,0.377,5,0.674,1.915,PLATE_001,PROF_D0707_TP53_5p0
JCP2022_RND0887,NDUFA9,compound,5.0,0.593,0.606,6,0.62,1.776,PLATE_023,PROF_D0887_NDUFA9_5p0
JCP2022_RND0800,NDUFS2,compound,5.0,0.409,0.471,5,0.701,-0.331,PLATE_010,PROF_D0800_NDUFS2_5p0
JCP2022_RND0792,UQCRC1,compound,0.5,0.381,0.435,4,0.833,1.182,PLATE_023,PROF_D0792_UQCRC1_0p5
JCP2022_RND0312,BRD4,compound,5.0,0.422,0.332,4,0.363,1.743,PLATE_024,PROF_D0312_BRD4_5p0
JCP2022_RND0491,BCL2,compound,0.5,0.39,0.268,4,0.374,-2.111,PLATE_010,PROF_D0491_BCL2_0p5
JCP2022_RND0878,ATP5F1A,compound,5.0,0.195,0.142,8,0.713,1.838,PLATE_024,PROF_D0878_ATP5F1A_5p0
JCP2022_RND0887,MTOR,compound,0.5,0.446,0.36,8,0.571,-0.129,PLATE_023,PROF_D0887_MTOR_0p5
JCP2022_RND0654,ATP5F1A,compound,0.5,0.391,0.24,4,0.446,-1.682,PLATE_021,PROF_D0654_ATP5F1A_0p5
JCP2022_RND0472,HDAC1,compound,5.0,0.675,0.095,8,0.852,-0.339,PLATE_005,PROF_D0472_HDAC1_5p0
JCP2022_RND0786,NDUFS2,compound,0.5,0.156,0.445,4,0.78,-0.898,PLATE_003,PROF_D0786_NDUFS2_0p5
JCP2022_RND0686,MAPK1,compound,0.5,0.669,0.571,6,0.404,0.526,PLATE_002,PROF_D0686_MAPK1_0p5
JCP2022_RND0022,NDUFA9,compound,5.0,0.573,0.509,4,0.651,-1.03,PLATE_022,PROF_D0022_NDUFA9_5p0
JCP2022_RND0049,BRD4,compound,5.0,0.472,0.138,6,0.693,-1.728,PLATE_010,PROF_D0049_BRD4_5p0
JCP2022_RND0815,PIK3CA,compound,0.5,0.654,0.27,8,0.763,2.374,PLATE_005,PROF_D0815_PIK3CA_0p5
JCP2022_RND0170,PIK3CA,compound,0.5,0.688,0.168,8,0.603,-0.653,PLATE_019,PROF_D0170_PIK3CA_0p5
JCP2022_RND0770,HDAC1,compound,5.0,0.237,0.302,7,0.477,-0.166,PLATE_015,PROF_D0770_HDAC1_5p0
JCP2022_RND0585,BCL2,compound,0.5,0.189,0.189,5,0.367,-0.824,PLATE_014,PROF_D0585_BCL2_0p5
JCP2022_RND0119,NDUFS2,compound,5.0,0.608,0.164,4,0.653,-1.502,PLATE_019,PROF_D0119_NDUFS2_5p0
JCP2022_RND0014,TOMM20,compound,0.5,0.423,0.183,7,0.733,-0.107,PLATE_006,PROF_D0014_TOMM20_0p5
JCP2022_RND0171,NDUFA9,compound,5.0,0.368,0.055,8,0.551,0.294,PLATE_012,PROF_D0171_NDUFA9_5p0
JCP2022_RND0278,NDUFA9,compound,5.0,0.202,0.342,7,0.481,-1.145,PLATE_019,PROF_D0278_NDUFA9_5p0
JCP2022_RND0803,MAPK1,compound,0.5,0.53,0.063,6,0.452,1.115,PLATE_004,PROF_D0803_MAPK1_0p5
JCP2022_RND0065,ATP5F1A,compound,5.0,0.452,0.619,7,0.804,1.24,PLATE_023,PROF_D0065_ATP5F1A_5p0
JCP2022_RND0327,NDUFS2,compound,0.5,0.526,0.167,6,0.576,-2.011,PLATE_013,PROF_D0327_NDUFS2_0p5
JCP2022_RND0842,NDUFS2,compound,0.5,0.26,0.375,4,0.357,-2.123,PLATE_016,PROF_D0842_NDUFS2_0p5
JCP2022_RND0437,TP53,compound,5.0,0.471,0.223,4,0.375,1.142,PLATE_002,PROF_D0437_TP53_5p0
JCP2022_RND0640,PIK3CA,compound,0.5,0.464,0.599,8,0.688,-1.01,PLATE_003,PROF_D0640_PIK3CA_0p5
JCP2022_RND0427,TOMM20,compound,5.0,0.114,0.593,5,0.663,1.637,PLATE_008,PROF_D0427_TOMM20_5p0
JCP2022_RND0417,BRD4,compound,0.5,0.71,0.628,8,0.871,-0.697,PLATE_014,PROF_D0417_BRD4_0p5
JCP2022_RND0157,PIK3CA,compound,0.5,0.291,0.309,8,0.437,-2.36,PLATE_015,PROF_D0157_PIK3CA_0p5
JCP2022_RND0116,HDAC1,compound,0.5,0.541,0.54,5,0.505,2.392,PLATE_024,PROF_D0116_HDAC1_0p5
JCP2022_RND0824,BCL2,compound,5.0,0.223,0.212,7,0.617,-1.541,PLATE_015,PROF_D0824_BCL2_5p0
JCP2022_RND0251,PIK3CA,compound,5.0,0.093,0.312,6,0.415,-1.379,PLATE_020,PROF_D0251_PIK3CA_5p0
JCP2022_RND0122,TOMM20,compound,5.0,0.314,0.053,5,0.759,-1.105,PLATE_015,PROF_D0122_TOMM20_5p0
JCP2022_RND0764,MTOR,compound,5.0,0.706,0.449,8,0.411,0.135,PLATE_008,PROF_D0764_MTOR_5p0
JCP2022_RND0788,MAPK1,compound,5.0,0.508,0.445,5,0.361,-0.36,PLATE_023,PROF_D0788_MAPK1_5p0
JCP2022_RND0786,UQCRC1,compound,5.0,0.619,0.634,5,0.485,-1.091,PLATE_003,PROF_D0786_UQCRC1_5p0
JCP2022_RND0625,MTOR,compound,0.5,0.204,0.298,7,0.467,-1.632,PLATE_013,PROF_D0625_MTOR_0p5
JCP2022_RND0860,NDUFA9,compound,0.5,0.633,0.178,4,0.575,-1.617,PLATE_017,PROF_D0860_NDUFA9_0p5
JCP2022_RND0773,MAPK1,compound,0.5,0.245,0.522,8,0.578,1.033,PLATE_010,PROF_D0773_MAPK1_0p5
JCP2022_RND0704,HDAC1,compound,0.5,0.467,0.171,8,0.704,-0.621,PLATE_017,PROF_D0704_HDAC1_0p5
JCP2022_RND0671,MAPK1,compound,5.0,0.224,0.418,7,0.872,-0.175,PLATE_016,PROF_D0671_MAPK1_5p0
JCP2022_RND0831,PIK3CA,compound,0.5,0.583,0.09,6,0.897,0.626,PLATE_001,PROF_D0831_PIK3CA_0p5
JCP2022_RND0236,NDUFA9,compound,5.0,0.325,0.033,5,0.854,-1.752,PLATE_001,PROF_D0236_NDUFA9_5p0
JCP2022_RND0628,NDUFS2,compound,5.0,0.431,0.144,7,0.621,1.211,PLATE_012,PROF_D0628_NDUFS2_5p0
JCP2022_RND0635,PIK3CA,compound,0.5,0.6,0.175,4,0.351,2.275,PLATE_014,PROF_D0635_PIK3CA_0p5
JCP2022_RND0309,NDUFS2,compound,0.5,0.168,0.108,7,0.752,1.314,PLATE_015,PROF_D0309_NDUFS2_0p5
JCP2022_RND0382,ATP5F1A,compound,0.5,0.352,0.609,8,0.66,0.163,PLATE_020,PROF_D0382_ATP5F1A_0p5
JCP2022_RND0199,PIK3CA,compound,5.0,0.701,0.354,7,0.426,0.428,PLATE_020,PROF_D0199_PIK3CA_5p0
JCP2022_RND0008,HDAC1,compound,5.0,0.514,0.485,8,0.522,-0.981,PLATE_007,PROF_D0008_HDAC1_5p0
JCP2022_RND0007,BRD4,compound,0.5,0.609,0.379,5,0.63,-1.844,PLATE_013,PROF_D0007_BRD4_0p5
JCP2022_RND0699,MTOR,compound,0.5,0.47,0.484,5,0.503,1.715,PLATE_013,PROF_D0699_MTOR_0p5
JCP2022_RND0004,TP53,compound,5.0,0.65,0.177,4,0.783,1.443,PLATE_016,PROF_D0004_TP53_5p0
JCP2022_RND0307,BRD4,compound,5.0,0.317,0.353,4,0.39,0.729,PLATE_010,PROF_D0307_BRD4_5p0
JCP2022_RND0544,BCL2,compound,0.5,0.705,0.221,7,0.679,0.467,PLATE_016,PROF_D0544_BCL2_0p5
JCP2022_RND0498,ATP5F1A,compound,0.5,0.643,0.035,5,0.453,-1.469,PLATE_005,PROF_D0498_ATP5F1A_0p5
JCP2022_RND0071,PIK3CA,compound,0.5,0.19,0.554,5,0.584,-1.689,PLATE_013,PROF_D0071_PIK3CA_0p5
JCP2022_RND0736,TOMM20,compound,0.5,0.14,0.524,7,0.653,-1.757,PLATE_010,PROF_D0736_TOMM20_0p5
JCP2022_RND0204,UQCRC1,compound,5.0,0.173,0.531,5,0.418,1.512,PLATE_009,PROF_D0204_UQCRC1_5p0
JCP2022_RND0253,ATP5F1A,compound,5.0,0.511,0.516,4,0.667,-2.303,PLATE_009,PROF_D0253_ATP5F1A_5p0
JCP2022_RND0335,ATP5F1A,compound,5.0,0.565,0.149,5,0.364,-1.211,PLATE_009,PROF_D0335_ATP5F1A_5p0
JCP2022_RND0555,MTOR,compound,0.5,0.41,0.058,8,0.773,1.624,PLATE_014,PROF_D0555_MTOR_0p5
JCP2022_RND0025,MAPK1,compound,0.5,0.585,0.446,4,0.364,-0.617,PLATE_005,PROF_D0025_MAPK1_0p5
JCP2022_RND0743,MTOR,compound,5.0,0.242,0.539,4,0.459,-2.225,PLATE_008,PROF_D0743_MTOR_5p0
JCP2022_RND0168,TP53,compound,5.0,0.463,0.034,4,0.796,-2.136,PLATE_018,PROF_D0168_TP53_5p0
JCP2022_RND0857,TP53,compound,0.5,0.603,0.068,6,0.495,1.52,PLATE_003,PROF_D0857_TP53_0p5
JCP2022_RND0197,ATP5F1A,compound,5.0,0.17,0.328,6,0.527,1.96,PLATE_005,PROF_D0197_ATP5F1A_5p0
JCP2022_RND0646,HDAC1,compound,0.5,0.677,0.224,5,0.365,2.326,PLATE_005,PROF_D0646_HDAC1_0p5
JCP2022_RND0547,NDUFA9,compound,5.0,0.336,0.479,4,0.523,-0.238,PLATE_024,PROF_D0547_NDUFA9_5p0
JCP2022_RND0272,TP53,compound,5.0,0.427,0.648,4,0.363,-2.103,PLATE_018,PROF_D0272_TP53_5p0
JCP2022_RND0580,TP53,compound,5.0,0.701,0.045,7,0.614,1.813,PLATE_022,PROF_D0580_TP53_5p0
JCP2022_RND0799,PIK3CA,compound,5.0,0.676,0.114,7,0.376,1.029,PLATE_014,PROF_D0799_PIK3CA_5p0
JCP2022_RND0443,NDUFA9,compound,0.5,0.119,0.445,8,0.706,-0.242,PLATE_008,PROF_D0443_NDUFA9_0p5
JCP2022_RND0138,ATP5F1A,compound,0.5,0.328,0.354,7,0.693,0.314,PLATE_013,PROF_D0138_ATP5F1A_0p5
JCP2022_RND0626,HDAC1,compound,5.0,0.582,0.041,7,0.816,1.257,PLATE_008,PROF_D0626_HDAC1_5p0
JCP2022_RND0067,MAPK1,compound,0.5,0.189,0.431,6,0.811,-1.354,PLATE_021,PROF_D0067_MAPK1_0p5
JCP2022_RND0019,BCL2,compound,5.0,0.448,0.234,8,0.48,-0.825,PLATE_001,PROF_D0019_BCL2_5p0
JCP2022_RND0238,ATP5F1A,compound,5.0,0.604,0.083,8,0.788,-1.571,PLATE_003,PROF_D0238_ATP5F1A_5p0
JCP2022_RND0633,BRD4,compound,5.0,0.098,0.302,6,0.788,1.204,PLATE_023,PROF_D0633_BRD4_5p0
JCP2022_RND0175,UQCRC1,compound,5.0,0.179,0.105,8,0.368,2.362,PLATE_016,PROF_D0175_UQCRC1_5p0
JCP2022_RND0617,BRD4,compound,5.0,0.676,0.032,6,0.609,-0.798,PLATE_002,PROF_D0617_BRD4_5p0
JCP2022_RND0068,PIK3CA,compound,5.0,0.341,0.156,6,0.772,-1.826,PLATE_013,PROF_D0068_PIK3CA_5p0
JCP2022_RND0702,PIK3CA,compound,5.0,0.128,0.408,6,0.875,-0.89,PLATE_004,PROF_D0702_PIK3CA_5p0
JCP2022_RND0655,BCL2,compound,5.0,0.157,0.317,4,0.846,1.534,PLATE_001,PROF_D0655_BCL2_5p0
JCP2022_RND0179,MTOR,compound,5.0,0.615,0.276,5,0.742,0.625,PLATE_003,PROF_D0179_MTOR_5p0
JCP2022_RND0379,NDUFA9,compound,5.0,0.306,0.456,8,0.495,-0.379,PLATE_004,PROF_D0379_NDUFA9_5p0
JCP2022_RND0218,ATP5F1A,compound,5.0,0.366,0.254,4,0.411,0.397,PLATE_013,PROF_D0218_ATP5F1A_5p0
JCP2022_RND0719,TP53,compound,5.0,0.174,0.135,7,0.771,1.523,PLATE_009,PROF_D0719_TP53_5p0
JCP2022_RND0183,PIK3CA,compound,0.5,0.542,0.5,4,0.897,1.566,PLATE_012,PROF_D0183_PIK3CA_0p5
JCP2022_RND0853,TOMM20,compound,0.5,0.39,0.181,8,0.858,1.019,PLATE_016,PROF_D0853_TOMM20_0p5
JCP2022_RND0839,TOMM20,compound,5.0,0.624,0.335,8,0.884,0.011,PLATE_006,PROF_D0839_TOMM20_5p0
JCP2022_RND0177,UQCRC1,compound,0.5,0.377,0.439,6,0.381,2.161,PLATE_009,PROF_D0177_UQCRC1_0p5
JCP2022_RND0172,NDUFA9,compound,0.5,0.505,0.361,6,0.597,-2.092,PLATE_021,PROF_D0172_NDUFA9_0p5
JCP2022_RND0031,BRD4,compound,5.0,0.518,0.097,5,0.616,0.881,PLATE_001,PROF_D0031_BRD4_5p0
JCP2022_RND0636,BRD4,compound,5.0,0.135,0.386,4,0.74,-1.552,PLATE_009,PROF_D0636_BRD4_5p0
JCP2022_RND0705,ATP5F1A,compound,5.0,0.603,0.072,8,0.762,0.515,PLATE_019,PROF_D0705_ATP5F1A_5p0
JCP2022_RND0662,HDAC1,compound,0.5,0.15,0.247,5,0.849,-2.289,PLATE_013,PROF_D0662_HDAC1_0p5
JCP2022_RND0239,PIK3CA,compound,0.5,0.715,0.251,7,0.477,0.818,PLATE_021,PROF_D0239_PIK3CA_0p5
JCP2022_RND0159,PIK3CA,compound,0.5,0.228,0.372,4,0.703,0.875,PLATE_012,PROF_D0159_PIK3CA_0p5
JCP2022_RND0374,ATP5F1A,compound,5.0,0.232,0.367,5,0.53,2.11,PLATE_017,PROF_D0374_ATP5F1A_5p0
JCP2022_RND0155,NDUFA9,compound,0.5,0.486,0.521,5,0.502,0.868,PLATE_007,PROF_D0155_NDUFA9_0p5
JCP2022_RND0260,MTOR,compound,0.5,0.462,0.319,7,0.437,-1.292,PLATE_013,PROF_D0260_MTOR_0p5
JCP2022_RND0176,NDUFS2,compound,5.0,0.571,0.34,6,0.477,-1.082,PLATE_023,PROF_D0176_NDUFS2_5p0
JCP2022_RND0450,MTOR,compound,5.0,0.35,0.065,8,0.618,-1.882,PLATE_022,PROF_D0450_MTOR_5p0
JCP2022_RND0398,NDUFS2,compound,5.0,0.117,0.622,7,0.412,0.588,PLATE_011,PROF_D0398_NDUFS2_5p0
JCP2022_RND0439,HDAC1,compound,0.5,0.299,0.596,7,0.477,-2.025,PLATE_004,PROF_D0439_HDAC1_0p5
JCP2022_RND0576,TOMM20,compound,5.0,0.238,0.606,7,0.728,1.768,PLATE_018,PROF_D0576_TOMM20_5p0
